105	92
90	92
89	92
98	92
83	92
88	92
97	92
86	92
100	92
99	92
101	92
87	92
85	92
102	92
103	92
94	93
95	93
96	93
98	93
103	93
100	93
99	93
97	93
102	93
101	93
104	93
105	93
88	93
83	93
86	93
90	93
89	93
87	93
93	93
92	93
85	93
91	93
94	94
95	94
96	94
98	94
97	94
100	94
101	94
99	94
103	94
102	94
104	94
105	94
83	94
88	94
86	94
90	94
93	94
89	94
92	94
91	94
87	94
85	94
96	95
94	95
95	95
100	95
98	95
101	95
97	95
99	95
103	95
102	95
104	95
105	95
83	95
88	95
86	95
90	95
89	95
93	95
92	95
87	95
91	95
85	95
97	96
98	96
99	96
94	96
95	96
96	96
101	96
100	96
102	96
90	96
85	96
105	96
89	96
104	96
88	96
103	96
83	96
86	96
87	96
93	96
91	96
92	96
97	97
98	97
99	97
101	97
100	97
94	97
96	97
95	97
105	97
104	97
102	97
88	97
85	97
83	97
89	97
103	97
86	97
90	97
87	97
93	97
91	97
92	97
99	98
98	98
97	98
100	98
101	98
94	98
96	98
95	98
104	98
105	98
83	98
88	98
85	98
103	98
102	98
86	98
90	98
89	98
87	98
93	98
91	98
92	98
98	99
99	99
97	99
100	99
101	99
94	99
96	99
95	99
104	99
105	99
83	99
88	99
103	99
102	99
85	99
86	99
90	99
89	99
87	99
93	99
91	99
92	99
100	100
101	100
98	100
99	100
97	100
94	100
96	100
95	100
83	100
105	100
104	100
88	100
90	100
86	100
89	100
102	100
103	100
87	100
85	100
93	100
91	100
92	100
101	101
100	101
98	101
99	101
97	101
94	101
96	101
95	101
83	101
105	101
104	101
102	101
90	101
88	101
86	101
89	101
103	101
87	101
85	101
93	101
92	101
91	101
103	102
102	102
95	102
94	102
96	102
105	102
83	102
104	102
86	102
88	102
90	102
89	102
98	102
87	102
99	102
101	102
97	102
100	102
85	102
93	102
91	102
102	103
103	103
95	103
94	103
96	103
105	103
104	103
83	103
86	103
88	103
98	103
99	103
87	103
101	103
90	103
100	103
97	103
89	103
85	103
93	103
91	103
92	103
105	104
104	104
83	104
88	104
90	104
89	104
86	104
102	104
103	104
95	104
94	104
96	104
85	104
98	104
101	104
100	104
99	104
97	104
87	104
93	104
91	104
92	104
36	105
126	111
112	111
127	111
126	112
112	112
127	112
126	125
112	125
127	125
126	126
112	126
127	126
141	129
147	129
143	129
149	129
148	129
146	129
150	129
139	129
144	129
145	129
136	129
131	129
142	129
134	129
133	129
129	129
130	129
137	129
135	129
138	129
132	129
140	129
130	130
129	130
131	130
141	130
149	130
147	130
150	130
143	130
136	130
148	130
144	130
142	130
139	130
146	130
145	130
134	130
133	130
137	130
138	130
135	130
132	130
140	130
137	131
136	131
147	131
141	131
142	131
131	131
129	131
139	131
143	131
145	131
135	131
149	131
148	131
130	131
150	131
134	131
133	131
146	131
144	131
138	131
132	131
140	131
132	132
138	132
137	132
130	132
145	132
129	132
131	132
142	132
139	132
150	132
134	132
143	132
147	132
148	132
136	132
135	132
141	132
146	132
133	132
149	132
144	132
139	133
147	133
143	133
150	133
146	133
142	133
149	133
136	133
131	133
144	133
148	133
141	133
145	133
134	133
129	133
130	133
133	133
137	133
138	133
135	133
132	133
140	133
147	134
143	134
139	134
149	134
150	134
136	134
146	134
144	134
142	134
145	134
141	134
131	134
148	134
140	134
134	134
129	134
141	135
143	135
131	135
147	135
139	135
148	135
150	135
144	135
142	135
146	135
149	135
145	135
134	135
136	135
129	135
130	135
133	135
137	135
135	135
138	135
132	135
140	135
131	136
148	136
141	136
144	136
146	136
150	136
136	136
147	136
142	136
143	136
149	136
139	136
145	136
134	136
129	136
130	136
133	136
137	136
138	136
135	136
132	136
140	136
138	137
132	137
137	137
130	137
129	137
139	137
135	137
145	137
143	137
147	137
142	137
150	137
148	137
146	137
134	137
136	137
141	137
131	137
149	137
144	137
133	137
133	138
143	138
147	138
139	138
142	138
129	138
141	138
150	138
146	138
131	138
136	138
148	138
144	138
149	138
145	138
134	138
130	138
137	138
135	138
138	138
132	138
147	139
139	139
143	139
150	139
146	139
149	139
136	139
142	139
144	139
131	139
148	139
141	139
145	139
134	139
129	139
130	139
133	139
137	139
138	139
135	139
132	139
140	139
137	140
141	140
131	140
147	140
144	140
136	140
146	140
143	140
145	140
142	140
149	140
139	140
150	140
148	140
130	140
134	140
129	140
133	140
135	140
138	140
132	140
140	140
148	141
141	141
144	141
131	141
146	141
136	141
149	141
150	141
143	141
142	141
147	141
139	141
134	141
145	141
129	141
130	141
133	141
137	141
138	141
135	141
132	141
140	141
133	142
142	142
141	142
150	142
146	142
136	142
129	142
143	142
131	142
148	142
149	142
145	142
139	142
147	142
144	142
130	142
134	142
137	142
135	142
138	142
132	142
131	144
148	144
141	144
144	144
150	144
146	144
142	144
143	144
147	144
139	144
149	144
136	144
145	144
134	144
129	144
130	144
133	144
137	144
138	144
135	144
132	144
140	144
150	146
142	146
146	146
143	146
139	146
147	146
136	146
149	146
131	146
144	146
141	146
145	146
148	146
134	146
129	146
130	146
133	146
137	146
138	146
135	146
132	146
140	146
148	147
141	147
144	147
131	147
146	147
136	147
143	147
149	147
142	147
150	147
147	147
139	147
134	147
145	147
129	147
130	147
133	147
137	147
138	147
135	147
132	147
140	147
131	148
148	148
143	148
141	148
145	148
150	148
147	148
144	148
149	148
139	148
142	148
146	148
136	148
134	148
129	148
130	148
133	148
137	148
135	148
138	148
132	148
140	148
148	149
141	149
144	149
131	149
146	149
136	149
143	149
142	149
149	149
150	149
147	149
139	149
134	149
145	149
129	149
130	149
133	149
137	149
138	149
135	149
132	149
140	149
130	150
129	150
142	150
136	150
150	150
143	150
146	150
141	150
131	150
148	150
147	150
149	150
139	150
144	150
145	150
134	150
137	150
133	150
138	150
135	150
132	150
140	150
